8  8
sep
  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  0.4082345865362791E+01  0.1264273344529089E+01 -0.7514642505527996E+00 -0.1117753641163720E+01 -0.1378033841070275E+00  0.9912982779094046E+00  0.9746746814616374E+00 -0.7253788841554826E+00 -0.3491071878498075E+01  0.0000000000000000E+00
  0.3356138300846891E+01  0.1344247851045800E+01 -0.1726707353954328E+00 -0.5832373714608611E+00 -0.7719110052025971E-01  0.5312571210532472E+00  0.3592048487567703E+00 -0.9475975017388614E+00 -0.2937957026848378E+01  0.0000000000000000E+00
  0.2123175914692214E+01  0.1180978495822724E+01  0.3736429232271273E+00 -0.4443856244380730E-02 -0.9013982814173451E-02  0.2893119542965742E-01 -0.2521832552365992E+00 -0.9810376324438606E+00 -0.1933378039311909E+01  0.0000000000000000E+00
  0.6206733510344697E+00  0.4143552617727120E+00  0.2103735680631208E+00  0.7553065038139956E-01  0.6841323191948645E-02 -0.5423863400146680E-01 -0.1724794788603182E+00 -0.3656281313173825E+00 -0.5807656625344065E+00  0.0000000000000000E+00
 -0.8901348868222919E+00 -0.1088147301827113E+01 -0.1022588817983672E+01 -0.6506769139929703E+00 -0.6453111731948243E-01  0.5436463740045245E+00  0.9711482968284032E+00  0.1100128152541404E+01  0.9464492387882476E+00  0.0000000000000000E+00
 -0.2182798457754525E+01 -0.3065294691681410E+01 -0.3088029590793814E+01 -0.2034986247176961E+01 -0.2087089796939846E+00  0.1699071538612929E+01  0.2955085812316888E+01  0.3155561328426304E+01  0.2412205522587816E+01  0.0000000000000000E+00
 -0.3098042834714560E+01 -0.4920896471824050E+01 -0.5216523927785074E+01 -0.3518397317987059E+01 -0.3662207077581282E+00  0.2940946183720774E+01  0.5022316377121261E+01  0.5139498843855423E+01  0.3555833298167152E+01  0.0000000000000000E+00
 -0.3546037655695759E+01 -0.5987487795919500E+01 -0.6490096005926284E+01 -0.4420094049857526E+01 -0.4635792710857725E+00  0.3695239855851831E+01  0.6264191022168399E+01  0.6294924008352832E+01  0.4153718306029342E+01  0.0000000000000000E+00
  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
insep
  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
  0.4082345869244638E+01  0.1264273347847027E+01 -0.7514642482597428E+00 -0.1117753639988499E+01 -0.1378033838971411E+00  0.9912982773864901E+00  0.9746746804162365E+00 -0.7253788855553358E+00 -0.3491071880092772E+01  0.0000000000000000E+00
  0.3356138304366814E+01  0.1344247854195590E+01 -0.1726707331869282E+00 -0.5832373703640258E+00 -0.7719110037174673E-01  0.5312571205445304E+00  0.3592048478475794E+00 -0.9475975028744510E+00 -0.2937957028081878E+01  0.0000000000000000E+00
  0.2123175917341243E+01  0.1180978498248273E+01  0.3736429249030653E+00 -0.4443855457695560E-02 -0.9013982745292450E-02  0.2893119505534937E-01 -0.2521832558294655E+00 -0.9810376331229479E+00 -0.1933378040003484E+01  0.0000000000000000E+00
  0.6206733518804561E+00  0.4143552625642217E+00  0.2103735686218524E+00  0.7553065064598431E-01  0.6841323208766271E-02 -0.5423863414561851E-01 -0.1724794790904816E+00 -0.3656281315854932E+00 -0.5807656628094674E+00  0.0000000000000000E+00
 -0.8901348896930722E+00 -0.1088147304168264E+01 -0.1022588819235349E+01 -0.6506769144044250E+00 -0.6453111731815878E-01  0.5436463740958478E+00  0.9711482968385414E+00  0.1100128152415226E+01  0.9464492385388756E+00  0.0000000000000000E+00
 -0.2182798468759086E+01 -0.3065294699321961E+01 -0.3088029594295646E+01 -0.2034986248205472E+01 -0.2087089797010190E+00  0.1699071538792179E+01  0.2955085812294681E+01  0.3155561328073317E+01  0.2412205521908939E+01  0.0000000000000000E+00
 -0.3098042861798914E+01 -0.4920896486179561E+01 -0.5216523932567005E+01 -0.3518397319041354E+01 -0.3662207077810906E+00  0.2940946183709129E+01  0.5022316376752143E+01  0.5139498843008613E+01  0.3555833296831320E+01  0.0000000000000000E+00
 -0.3546037571396575E+01 -0.5987487806335058E+01 -0.6490096007293927E+01 -0.4420094049575989E+01 -0.4635792710681238E+00  0.3695239855417463E+01  0.6264191021300694E+01  0.6294924007038484E+01  0.4153718304243885E+01  0.0000000000000000E+00
  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
insep2 0
